Title,Contest ID,Problem ID,Difficulty,Tags
Inversions problem,513,G3,N/A,dp
Inversions problem,513,G2,N/A,"dp, probabilities"
Inversions problem,513,G1,N/A,"brute force, dfs and similar, dp, meet-in-the-middle"
Scaygerboss,513,F2,N/A,flows
Scaygerboss,513,F1,N/A,flows
Subarray Cuts,513,E2,N/A,dp
Subarray Cuts,513,E1,N/A,dp
Constrained Tree,513,D2,N/A,"constructive algorithms, data structures"
Constrained Tree,513,D1,N/A,dfs and similar
Second price auction,513,C,N/A,"bitmasks, probabilities"
Permutations,513,B2,N/A,"bitmasks, divide and conquer, math"
Permutations,513,B1,N/A,brute force
Game,513,A,N/A,"constructive algorithms, math"
Fox And Polygon,512,E,N/A,"constructive algorithms, divide and conquer"
Fox And Travelling,512,D,N/A,"dp, trees"
Fox And Dinner,510,E,N/A,flows
Fox And Jumping,510,D,N/A,"bitmasks, brute force, dp, math"
Fox And Names,510,C,N/A,"dfs and similar, graphs, sortings"
Fox And Two Dots,510,B,N/A,dfs and similar
Fox And Snake,510,A,N/A,implementation
Progress Monitoring,509,F,N/A,"dp, trees"
Pretty Song,509,E,N/A,"math, strings"
Restoring Numbers,509,D,N/A,"constructive algorithms, math"
Sums of Digits,509,C,N/A,"dp, greedy, implementation"
Painting Pebbles,509,B,N/A,"constructive algorithms, greedy, implementation"
Maximum in Table,509,A,N/A,"brute force, implementation"
Arthur and Brackets,508,E,N/A,"dp, greedy"
Tanya and Password,508,D,N/A,"dfs and similar, graphs"
Anya and Ghosts,508,C,N/A,"constructive algorithms, greedy"
Anton and currency you all know,508,B,N/A,"greedy, math, strings"
Pasha and Pixels,508,A,N/A,brute force
Breaking Good,507,E,N/A,"dfs and similar, dp, graphs, shortest paths"
The Maths Lecture,507,D,N/A,"dp, implementation"
Guess Your Way Out!,507,C,N/A,"implementation, math, trees"
Amr and Pins,507,B,N/A,"geometry, math"
Amr and Music,507,A,N/A,"greedy, implementation, sortings"
Mr. Kitayuta's Gift,506,E,N/A,"combinatorics, dp, matrices, strings"
Mr. Kitayuta's Colorful Graph,506,D,N/A,"brute force, dfs and similar, dsu, graphs"
Mr. Kitayuta vs. Bamboos,505,E,N/A,"binary search, greedy"
Mr. Kitayuta's Technology,505,D,N/A,dfs and similar
"Mr. Kitayuta, the Treasure Hunter",505,C,N/A,"dfs and similar, dp, two pointers"
Mr. Kitayuta's Colorful Graph,505,B,N/A,"dfs and similar, dp, dsu, graphs"
Mr. Kitayuta's Gift,505,A,N/A,"brute force, implementation, strings"
Misha and LCP on Tree,504,E,N/A,"binary search, dfs and similar, hashing, string suffix structures, trees"
Misha and XOR,504,D,N/A,bitmasks
Misha and Palindrome Degree,501,E,N/A,"binary search, combinatorics, implementation"
Misha and Permutations Summation,501,D,N/A,data structures
Misha and Forest,501,C,N/A,"constructive algorithms, data structures, greedy, sortings, trees"
Misha and Changing Handles,501,B,N/A,"data structures, dsu, strings"
Contest,501,A,N/A,implementation
New Year Running,500,G,N/A,"number theory, trees"
New Year Shopping,500,F,N/A,"divide and conquer, dp"
New Year Domino,500,E,N/A,"data structures, dp, dsu"
New Year Santa Network,500,D,N/A,"combinatorics, dfs and similar, graphs, trees"
New Year Book Reading,500,C,N/A,"constructive algorithms, greedy, implementation, math"
New Year Permutation,500,B,N/A,"dfs and similar, dsu, graphs, greedy, math, sortings"
New Year Transportation,500,A,N/A,"dfs and similar, graphs, implementation"
Lecture,499,B,N/A,"implementation, strings"
Watching a movie,499,A,N/A,"greedy, implementation"
Stairs and Lines,498,E,N/A,"dp, matrices"
Traffic Jams in the Land,498,D,N/A,"data structures, dp, number theory"
Array and Operations,498,C,N/A,"flows, graph matchings, number theory"
Name That Tune,498,B,N/A,"dp, probabilities, two pointers"
Crazy Town,498,A,N/A,geometry
Subsequences Return,497,E,N/A,"dp, matrices"
Gears,497,D,N/A,"brute force, geometry, math"
Distributing Parts ,496,E,N/A,"greedy, sortings"
Tennis Game,496,D,N/A,binary search
Removing Columns,496,C,N/A,"brute force, constructive algorithms, implementation"
Secret Combination,496,B,N/A,"brute force, constructive algorithms, implementation"
Minimum Difficulty,496,A,N/A,"brute force, implementation, math"
Modular Equations,495,B,N/A,"math, number theory"
Digital Counter,495,A,N/A,implementation
Sharti,494,E,N/A,"data structures, games"
Birthday,494,D,N/A,"data structures, dfs and similar, dp, trees"
Helping People,494,C,N/A,"dp, probabilities"
Obsessive String,494,B,N/A,"dp, strings"
Treasure,494,A,N/A,greedy
Vasya and Polynomial,493,E,N/A,math
Vasya and Chess,493,D,N/A,"constructive algorithms, games, math"
Vasya and Basketball,493,C,N/A,"binary search, brute force, data structures, implementation, sortings, two pointers"
Vasya and Wrestling,493,B,N/A,implementation
Vasya and Football,493,A,N/A,implementation
Vanya and Field,492,E,N/A,math
Vanya and Computer Game,492,D,N/A,"binary search, implementation, math, sortings"
Vanya and Exams,492,C,N/A,"greedy, sortings"
Vanya and Lanterns,492,B,N/A,"binary search, implementation, math, sortings"
Vanya and Cubes,492,A,N/A,implementation
Deciphering,491,C,N/A,"flows, graph matchings"
New York Hotel,491,B,N/A,"greedy, math"
Up the hill,491,A,N/A,"constructive algorithms, implementation"
Treeland Tour,490,F,N/A,"data structures, dfs and similar, dp, trees"
Restoring Increasing Sequence,490,E,N/A,"binary search, brute force, greedy, implementation"
Chocolate,490,D,N/A,"brute force, dfs and similar, math, meet-in-the-middle, number theory"
Hacking Cypher,490,C,N/A,"brute force, math, number theory, strings"
Queue,490,B,N/A,"dsu, implementation"
Team Olympiad,490,A,N/A,"greedy, implementation, sortings"
Special Matrices,489,F,N/A,"combinatorics, dp"
Hiking,489,E,N/A,"binary search, dp"
Unbearable Controversy of Being,489,D,N/A,"brute force, combinatorics, dfs and similar, graphs"
Given Length and Sum of Digits...,489,C,N/A,"dp, greedy, implementation"
BerSU Ball,489,B,N/A,"dfs and similar, dp, graph matchings, greedy, sortings, two pointers"
SwapSort,489,A,N/A,"greedy, implementation, sortings"
Candy Boxes,488,B,N/A,"brute force, constructive algorithms, math"
Giga Tower,488,A,N/A,brute force
Tourists,487,E,N/A,"data structures, dfs and similar, graphs, trees"
Conveyor Belts,487,D,N/A,data structures
Prefix Product Sequence,487,C,N/A,"constructive algorithms, math, number theory"
Strip,487,B,N/A,"binary search, data structures, dp, two pointers"
Fight the Monster,487,A,N/A,"binary search, brute force, implementation"
LIS of Sequence,486,E,N/A,"data structures, dp, greedy, hashing, math"
Valid Sets,486,D,N/A,"dfs and similar, dp, math, trees"
Palindrome Transformation,486,C,N/A,"brute force, greedy, implementation"
OR in Matrix,486,B,N/A,"greedy, hashing, implementation"
Calculating Function,486,A,N/A,"implementation, math"
Valuable Resources,485,B,N/A,"brute force, greedy"
Factory,485,A,N/A,"implementation, math, matrices"
Sign on Fence,484,E,N/A,"binary search, constructive algorithms, data structures"
Kindergarten,484,D,N/A,"data structures, dp, greedy"
Strange Sorting,484,C,N/A,"implementation, math"
Maximum Value,484,B,N/A,"binary search, math, sortings, two pointers"
Bits,484,A,N/A,"bitmasks, constructive algorithms"
Friends and Presents,483,B,N/A,"binary search, math"
Counterexample ,483,A,N/A,"brute force, implementation, math, number theory"
ELCA,482,E,N/A,"data structures, trees"
Random Function and Tree,482,D,N/A,"combinatorics, dp, trees"
Game with Strings,482,C,N/A,"bitmasks, dp, probabilities"
Interesting Array,482,B,N/A,"constructive algorithms, data structures, trees"
Diverse Permutation,482,A,N/A,"constructive algorithms, greedy"
Parking Lot,480,E,N/A,"data structures, divide and conquer"
Parcels,480,D,N/A,"dp, graphs"
Riding in a Lift,479,E,N/A,"combinatorics, dp"
Long Jumps,479,D,N/A,"binary search, greedy, implementation"
Exams,479,C,N/A,"greedy, sortings"
Towers,479,B,N/A,"brute force, constructive algorithms, greedy, implementation, sortings"
Expression,479,A,N/A,"brute force, math"
Wavy numbers,478,E,N/A,"brute force, dfs and similar, meet-in-the-middle, sortings"
Red-Green Towers,478,D,N/A,dp
Table Decorations,478,C,N/A,greedy
Random Teams,478,B,N/A,"combinatorics, constructive algorithms, greedy, math"
Initial Bet,478,A,N/A,implementation
Dreamoon and Notepad,477,E,N/A,data structures
Dreamoon and Binary,477,D,N/A,"dp, strings"
Dreamoon and Strings,476,E,N/A,"dp, strings"
Dreamoon and Sets,476,D,N/A,"constructive algorithms, greedy, math"
Dreamoon and Sums,476,C,N/A,math
Dreamoon and WiFi,476,B,N/A,"bitmasks, brute force, combinatorics, dp, math, probabilities"
Dreamoon and Stairs,476,A,N/A,"implementation, math"
Meta-universe,475,F,N/A,data structures
Strongly Connected City 2,475,E,N/A,dfs and similar
CGCDSSQ,475,D,N/A,"brute force, data structures, math"
Kamal-ol-molk's Painting,475,C,N/A,"brute force, constructive algorithms, greedy"
Strongly Connected City,475,B,N/A,"brute force, dfs and similar, graphs, implementation"
Bayan Bus,475,A,N/A,implementation
Ant colony,474,F,N/A,"data structures, math, number theory"
Pillars,474,E,N/A,"binary search, data structures, dp, sortings, trees"
Flowers,474,D,N/A,dp
Captain Marmot,474,C,N/A,"brute force, geometry"
Worms,474,B,N/A,"binary search, implementation"
Keyboard,474,A,N/A,implementation
Design Tutorial: Increase the Constraints,472,G,N/A,"bitmasks, data structures, fft"
Design Tutorial: Change the Goal,472,F,N/A,"constructive algorithms, math, matrices"
Design Tutorial: Learn from a Game,472,E,N/A,"constructive algorithms, implementation"
Design Tutorial: Inverse the Problem,472,D,N/A,"dfs and similar, dsu, shortest paths, trees"
Design Tutorial: Make It Nondeterministic,472,C,N/A,greedy
Design Tutorial: Learn from Life,472,B,N/A,
Design Tutorial: Learn from Math,472,A,N/A,"math, number theory"
MUH and Lots and Lots of Segments,471,E,N/A,"data structures, dsu"
MUH and Cube Walls,471,D,N/A,"string suffix structures, strings"
MUH and House of Cards,471,C,N/A,"binary search, brute force, greedy, math"
MUH and Important Things,471,B,N/A,"implementation, sortings"
MUH and Sticks,471,A,N/A,implementation
Array Sorting,470,H,N/A,*special
Hamming Distance,470,G,N/A,*special
Pairwise Sums,470,F,N/A,*special
Chessboard,470,E,N/A,*special
Caesar Cipher,470,D,N/A,*special
Eval,470,C,N/A,*special
Hexakosioihexekontahexaphobia,470,B,N/A,*special
Crystal Ball Sequence,470,A,N/A,"*special, implementation"
Chat Online,469,B,N/A,implementation
I Wanna Be the Guy,469,A,N/A,"greedy, implementation"
Permanent,468,E,N/A,"dp, graph matchings, math, meet-in-the-middle"
Tree,468,D,N/A,graph matchings
Hack it!,468,C,N/A,"binary search, constructive algorithms, math"
Two Sets,468,B,N/A,"2-sat, dfs and similar, dsu, graph matchings, greedy"
24 Game,468,A,N/A,"constructive algorithms, greedy, math"
Alex and Complicated Task,467,E,N/A,"data structures, dp, greedy"
Fedor and Essay,467,D,N/A,"dfs and similar, dp, graphs, hashing, strings"
George and Job,467,C,N/A,"dp, implementation"
Fedor and New Game,467,B,N/A,"bitmasks, brute force, constructive algorithms, implementation"
George and Accommodation,467,A,N/A,implementation
Information Graph,466,E,N/A,"dfs and similar, dsu, graphs, trees"
Increase Sequence,466,D,N/A,"combinatorics, dp"
Number of Ways,466,C,N/A,"binary search, brute force, data structures, dp, two pointers"
Wonder Room,466,B,N/A,"brute force, math"
Cheap Travel,466,A,N/A,implementation
Inbox (100500),465,B,N/A,implementation
inc ARG,465,A,N/A,implementation
The Classic Problem,464,E,N/A,"data structures, graphs, shortest paths"
World of Darkraft - 2,464,D,N/A,"dp, probabilities"
Substitutes in Number,464,C,N/A,dp
Restore Cube ,464,B,N/A,"brute force, geometry"
No to Palindromes!,464,A,N/A,"greedy, strings"
Caisa and Tree,463,E,N/A,"brute force, dfs and similar, math, number theory, trees"
Gargari and Permutations,463,D,N/A,"dfs and similar, dp, graphs, implementation"
Gargari and Bishops,463,C,N/A,"greedy, hashing, implementation"
Caisa and Pylons,463,B,N/A,"brute force, implementation, math"
Caisa and Sugar,463,A,N/A,"brute force, implementation"
Appleman and Card Game,462,B,N/A,greedy
Appleman and Easy Task,462,A,N/A,"brute force, implementation"
Appleman and a Game,461,E,N/A,"binary search, shortest paths, strings"
Appleman and Complicated Task,461,D,N/A,"dsu, math"
Appleman and a Sheet of Paper,461,C,N/A,"data structures, implementation"
Appleman and Tree,461,B,N/A,"dfs and similar, dp, trees"
Appleman and Toastman,461,A,N/A,"greedy, sortings"
Roland and Rose,460,E,N/A,"brute force, geometry, math, sortings"
Little Victor and Set,460,D,N/A,"brute force, constructive algorithms, math"
Present,460,C,N/A,"binary search, data structures, greedy"
Little Dima and Equation,460,B,N/A,"brute force, implementation, math, number theory"
Vasya and Socks,460,A,N/A,"brute force, implementation, math"
Pashmak and Graph,459,E,N/A,"dp, sortings"
Pashmak and Parmida's problem,459,D,N/A,"data structures, divide and conquer, sortings"
Pashmak and Buses,459,C,N/A,"combinatorics, constructive algorithms, math"
Pashmak and Flowers,459,B,N/A,"combinatorics, implementation, sortings"
Pashmak and Garden,459,A,N/A,implementation
An easy problem about trees,457,F,N/A,"dp, games, greedy, trees"
Flow Optimality,457,E,N/A,"constructive algorithms, flows, math"
Bingo!,457,D,N/A,"combinatorics, math, probabilities"
Elections,457,C,N/A,brute force
Distributed Join,457,B,N/A,greedy
Golden System,457,A,N/A,"math, meet-in-the-middle"
Fedya and Maths,456,B,N/A,"math, number theory"
Laptops,456,A,N/A,sortings
Function,455,E,N/A,data structures
Serega and Fun,455,D,N/A,data structures
Civilization,455,C,N/A,"dfs and similar, dp, dsu, ternary search, trees"
A Lot of Games,455,B,N/A,"dfs and similar, dp, games, implementation, strings, trees"
Boredom,455,A,N/A,dp
Little Pony and Sort by Shift,454,B,N/A,implementation
Little Pony and Crystal Mine,454,A,N/A,implementation
Little Pony and Lord Tirek,453,E,N/A,data structures
Little Pony and Elements of Harmony,453,D,N/A,"dp, matrices"
Little Pony and Summer Sun Celebration,453,C,N/A,"constructive algorithms, dfs and similar, graphs"
Little Pony and Harmony Chest,453,B,N/A,"bitmasks, brute force, dp"
Little Pony and Expected Maximum,453,A,N/A,probabilities
Permutation,452,F,N/A,"data structures, divide and conquer, hashing"
Three strings,452,E,N/A,"data structures, dsu, string suffix structures, strings"
"Washer, Dryer, Folder",452,D,N/A,"greedy, implementation"
Magic Trick,452,C,N/A,"combinatorics, math, probabilities"
4-point polyline,452,B,N/A,"brute force, constructive algorithms, geometry, trees"
Eevee,452,A,N/A,"brute force, implementation, strings"
Devu and Flowers,451,E,N/A,"bitmasks, combinatorics, number theory"
Count Good Substrings,451,D,N/A,math
Predict Outcome of the Game,451,C,N/A,"brute force, implementation, math"
Sort the Array,451,B,N/A,"implementation, sortings"
Game With Sticks,451,A,N/A,implementation
Jzzhu and Sequences,450,B,N/A,"implementation, math"
Jzzhu and Children,450,A,N/A,implementation
Jzzhu and Squares,449,E,N/A,"dp, math, number theory"
Jzzhu and Numbers,449,D,N/A,"bitmasks, combinatorics, dp"
Jzzhu and Apples,449,C,N/A,"constructive algorithms, number theory"
Jzzhu and Cities,449,B,N/A,"graphs, greedy, shortest paths"
Jzzhu and Chocolate,449,A,N/A,"greedy, math"
Divisors,448,E,N/A,"brute force, dfs and similar, implementation, number theory"
Multiplication Table,448,D,N/A,"binary search, brute force"
Painting Fence,448,C,N/A,"divide and conquer, dp, greedy"
Suffix Structures,448,B,N/A,"implementation, strings"
Rewards,448,A,N/A,implementation
DZY Loves Strings,447,B,N/A,"greedy, implementation"
DZY Loves Hash,447,A,N/A,implementation
DZY Loves Bridges,446,E,N/A,"math, matrices"
DZY Loves Games,446,D,N/A,"math, matrices, probabilities"
DZY Loves Fibonacci Numbers,446,C,N/A,"data structures, math, number theory"
DZY Loves Modification,446,B,N/A,"brute force, data structures, greedy"
DZY Loves Sequences,446,A,N/A,"dp, implementation, two pointers"
DZY Loves Chemistry,445,B,N/A,"dfs and similar, dsu, greedy"
DZY Loves Chessboard,445,A,N/A,"dfs and similar, implementation"
DZY Loves Planting,444,E,N/A,"binary search, dsu, trees"
DZY Loves Strings,444,D,N/A,"binary search, hashing, strings, two pointers"
DZY Loves Colors,444,C,N/A,data structures
DZY Loves FFT,444,B,N/A,probabilities
DZY Loves Physics,444,A,N/A,"greedy, math"
Kolya and Tandem Repeat,443,B,N/A,"brute force, implementation, strings"
Anton and Letters,443,A,N/A,"constructive algorithms, implementation"
Gena and Second Distance,442,E,N/A,geometry
Adam and Tree,442,D,N/A,"data structures, trees"
Artem and Array ,442,C,N/A,"data structures, greedy"
Andrey and Problem,442,B,N/A,"greedy, math, probabilities"
Borya and Hanabi,442,A,N/A,"bitmasks, brute force, implementation"
